reg;week;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
05;2020-S24;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S24;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S24;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S24;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S24;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S24;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S24;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-S24;0;5;5;42583;42380;09;84963
06;2020-S24;6;6;12;33369;31925;19;65294
06;2020-S24;15;15;31;21571;15080;29;36651
06;2020-S24;21;17;38;21550;16147;39;37697
06;2020-S24;9;9;18;14193;13939;49;28132
06;2020-S24;9;6;15;7171;7597;59;14768
06;2020-S24;3;4;7;3629;4117;69;7746
06;2020-S24;2;2;4;1577;1457;79;3034
06;2020-S24;0;2;2;531;474;89;1005
06;2020-S24;0;0;0;88;93;90;181
06;2020-S24;65;66;132;146262;133209;0;279471
07;2020-S24;0;0;0;485;549;09;1034
07;2020-S24;0;0;0;403;432;19;835
07;2020-S24;0;0;0;764;841;29;1605
07;2020-S24;0;0;0;824;928;39;1752
07;2020-S24;0;0;0;788;1020;49;1808
07;2020-S24;0;0;0;678;870;59;1548
07;2020-S24;0;0;0;360;382;69;742
07;2020-S24;0;0;0;231;190;79;421
07;2020-S24;0;0;0;114;67;89;181
07;2020-S24;0;0;0;24;11;90;35
07;2020-S24;0;0;0;4671;5290;0;9961
08;2020-S24;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S24;0;1;1;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S24;0;0;0;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S24;0;0;0;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S24;0;0;0;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S24;0;0;0;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S24;0;0;0;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S24;0;0;0;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S24;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S24;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S24;0;1;1;18551.3174743414;16782.6825256586;0;35334
11;2020-S24;13;24;38;783071;811785;09;1594856
11;2020-S24;30;19;52;761456;784653;19;1546109
11;2020-S24;48;45;101;850145;801772;29;1651917
11;2020-S24;54;51;109;914360;843488;39;1757848
11;2020-S24;51;46;102;845609;826202;49;1671811
11;2020-S24;48;49;103;793566;745070;59;1538636
11;2020-S24;28;43;72;628649;549192;69;1177841
11;2020-S24;23;34;58;434606;358356;79;792962
11;2020-S24;33;21;55;261425;162933;89;424358
11;2020-S24;39;9;48;89253;32619;90;121872
11;2020-S24;367;341;739;6362140;5916070;0;12278210
24;2020-S24;2;2;4;139720;144686;09;284406
24;2020-S24;1;1;2;152979;161185;19;314164
24;2020-S24;3;0;4;122237;126536;29;248773
24;2020-S24;5;2;7;150359;142009;39;292368
24;2020-S24;8;2;10;161829;158758;49;320587
24;2020-S24;4;4;8;172552;168011;59;340563
24;2020-S24;3;8;13;172509;158177;69;330686
24;2020-S24;4;1;5;129428;110593;79;240021
24;2020-S24;6;3;9;87342;56882;89;144224
24;2020-S24;5;1;6;31210;12071;90;43281
24;2020-S24;41;24;68;1320165;1238908;0;2559073
27;2020-S24;0;1;3;143373;149679;09;293052
27;2020-S24;2;0;4;160962;173003;19;333965
27;2020-S24;3;3;10;133746;142254;29;276000
27;2020-S24;1;1;3;160004;155407;39;315411
27;2020-S24;3;1;9;172333;169564;49;341897
27;2020-S24;5;2;9;189979;183788;59;373767
27;2020-S24;0;1;1;192591;178206;69;370797
27;2020-S24;2;3;5;146876;127546;79;274422
27;2020-S24;4;6;13;96896;61575;89;158471
27;2020-S24;5;1;6;33148;12109;90;45257
27;2020-S24;25;19;63;1429908;1353131;0;2783039
28;2020-S24;1;4;5;180735;186856;09;367591
28;2020-S24;3;1;5;200125;213621;19;413746
28;2020-S24;4;6;12;168922;173007;29;341929
28;2020-S24;12;2;14;196628;188487;39;385115
28;2020-S24;2;7;10;205396;201699;49;407095
28;2020-S24;2;2;4;222002;213866;59;435868
28;2020-S24;7;3;10;224688;203758;69;428446
28;2020-S24;4;2;6;163192;135543;79;298735
28;2020-S24;2;2;4;109691;65377;89;175068
28;2020-S24;1;0;1;37222;12685;90;49907
28;2020-S24;38;29;71;1708601;1594899;0;3303500
32;2020-S24;11;13;26;358062;373689;09;731751
32;2020-S24;11;14;29;387045;406742;19;793787
32;2020-S24;24;21;55;342304;348587;29;690891
32;2020-S24;30;17;56;382485;369972;39;752457
32;2020-S24;18;18;46;382510;376716;49;759226
32;2020-S24;10;10;36;386937;376527;59;763464
32;2020-S24;8;13;28;371211;330938;69;702149
32;2020-S24;15;9;25;250542;201459;79;452001
32;2020-S24;21;9;40;163399;89786;89;253185
32;2020-S24;18;3;25;48384;15367;90;63751
32;2020-S24;166;127;366;3072879;2889783;0;5962662
44;2020-S24;1;8;16;291525;306839;09;598364
44;2020-S24;7;7;20;320255;339504;19;659759
44;2020-S24;24;18;49;302020;314428;29;616448
44;2020-S24;24;12;46;342222;333292;39;675514
44;2020-S24;19;11;35;349727;344491;49;694218
44;2020-S24;26;16;48;381371;373239;59;754610
44;2020-S24;19;17;39;367165;335850;69;703015
44;2020-S24;23;17;46;250387;215436;79;465823
44;2020-S24;23;7;36;170825;105192;89;276017
44;2020-S24;20;6;27;51248;16731;90;67979
44;2020-S24;186;119;362;2826745;2685002;0;5511747
52;2020-S24;0;2;6;213594;223900;09;437494
52;2020-S24;4;3;8;240818;255197;19;496015
52;2020-S24;10;11;24;197010;200630;29;397640
52;2020-S24;7;7;14;231204;224885;39;456089
52;2020-S24;9;7;19;243874;243418;49;487292
52;2020-S24;11;6;19;244100;239116;59;483216
52;2020-S24;3;4;7;241796;221345;69;463141
52;2020-S24;4;7;11;177805;149903;79;327708
52;2020-S24;4;4;9;119561;75822;89;195383
52;2020-S24;8;2;13;42559;15260;90;57819
52;2020-S24;60;53;130;1952321;1849476;0;3801797
53;2020-S24;0;1;1;173813;182358;09;356171
53;2020-S24;1;0;2;202720;214740;19;417460
53;2020-S24;0;2;2;163116;173196;29;336312
53;2020-S24;1;3;4;190526;187674;39;378200
53;2020-S24;0;1;1;212098;212015;49;424113
53;2020-S24;1;2;3;223699;219176;59;442875
53;2020-S24;2;1;3;227435;209274;69;436709
53;2020-S24;0;2;2;169992;140910;79;310902
53;2020-S24;0;0;0;118117;69883;89;188000
53;2020-S24;1;2;3;37370;12267;90;49637
53;2020-S24;6;14;21;1718886;1621493;0;3340379
75;2020-S24;1;2;3;293104;305291;09;598395
75;2020-S24;2;0;2;337141;357785;19;694926
75;2020-S24;5;6;14;295024;300618;29;595642
75;2020-S24;1;4;5;347871;331233;39;679104
75;2020-S24;5;3;10;384742;372771;49;757513
75;2020-S24;6;3;9;413361;390880;59;804241
75;2020-S24;4;1;5;425623;384060;69;809683
75;2020-S24;2;2;4;325086;276298;79;601384
75;2020-S24;1;3;4;213986;139308;89;353294
75;2020-S24;1;0;1;77600;28200;90;105800
75;2020-S24;28;24;57;3113538;2886444;0;5999982
76;2020-S24;12;2;14;305956;318589;09;624545
76;2020-S24;12;6;20;338942;356969;19;695911
76;2020-S24;16;22;40;316210;319570;29;635780
76;2020-S24;11;6;19;356758;337587;39;694345
76;2020-S24;27;14;43;376541;363812;49;740353
76;2020-S24;13;23;36;402608;383750;59;786358
76;2020-S24;5;10;15;394889;358997;69;753886
76;2020-S24;3;3;6;308664;263806;79;572470
76;2020-S24;5;3;8;195838;129272;89;325110
76;2020-S24;2;1;3;69372;26728;90;96100
76;2020-S24;106;90;204;3065778;2859080;0;5924858
84;2020-S24;3;0;5;459549;481088;09;940637
84;2020-S24;3;9;23;487711;511905;19;999616
84;2020-S24;14;10;28;443824;451094;29;894918
84;2020-S24;14;8;23;512522;493262;39;1005784
84;2020-S24;12;9;24;520248;515106;49;1035354
84;2020-S24;6;12;22;529611;514848;59;1044459
84;2020-S24;10;7;17;486720;439940;69;926660
84;2020-S24;5;11;18;372151;315211;79;687362
84;2020-S24;19;9;28;237198;150524;89;387722
84;2020-S24;12;6;18;81185;28680;90;109865
84;2020-S24;98;81;206;4130719;3901658;0;8032377
93;2020-S24;1;5;12;268834;283093;09;551927
93;2020-S24;2;6;11;280751;296087;19;576838
93;2020-S24;12;16;30;254404;255552;29;509956
93;2020-S24;17;31;55;310704;288398;39;599102
93;2020-S24;13;41;59;325559;305827;49;631386
93;2020-S24;15;21;37;353104;325389;59;678493
93;2020-S24;6;7;22;336327;296459;69;632786
93;2020-S24;4;4;9;279820;229699;79;509519
93;2020-S24;6;2;12;171274;113716;89;284990
93;2020-S24;5;1;10;58896;21758;90;80654
93;2020-S24;81;134;257;2639673;2415978;0;5055651
94;2020-S24;0;0;0;16311;17433;09;33744
94;2020-S24;0;0;0;16679;18132;19;34811
94;2020-S24;1;0;1;16782;16579;29;33361
94;2020-S24;2;1;3;23044;20580;39;43624
94;2020-S24;0;0;0;23065;22140;49;45205
94;2020-S24;0;0;1;24549;23421;59;47970
94;2020-S24;0;0;0;23212;21883;69;45095
94;2020-S24;0;0;0;19544;17141;79;36685
94;2020-S24;0;0;0;11227;8178;89;19405
94;2020-S24;0;0;0;3332;1447;90;4779
94;2020-S24;3;1;5;177745;166934;0;344679
01;2020-S25;0;0;0;19979;20155;09;40134
01;2020-S25;0;0;0;24994;25489;19;50483
01;2020-S25;0;2;4;17868;16690;29;34558
01;2020-S25;0;1;1;22328;14821;39;37149
01;2020-S25;0;0;1;28652;20276;49;48928
01;2020-S25;1;0;1;33264;27260;59;60524
01;2020-S25;0;0;0;27135;23978;69;51113
01;2020-S25;0;1;1;18401;14661;79;33062
01;2020-S25;0;0;0;9633;6375;89;16008
01;2020-S25;0;0;0;3410;1510;90;4920
01;2020-S25;1;4;8;205664;171215;0;376879
02;2020-S25;0;1;1;16881;17110;09;33991
02;2020-S25;0;0;0;21410;21604;19;43014
02;2020-S25;2;1;3;16017;15479;29;31496
02;2020-S25;0;0;0;19825;14455;39;34280
02;2020-S25;2;0;2;24719;18248;49;42967
02;2020-S25;1;0;1;34361;28310;59;62671
02;2020-S25;0;0;0;28061;24495;69;52556
02;2020-S25;1;0;1;18231;15278;79;33509
02;2020-S25;0;0;0;11090;7677;89;18767
02;2020-S25;0;0;0;3992;1506;90;5498
02;2020-S25;6;2;8;194587;164162;0;358749
03;2020-S25;28;23;61;31123;30920;09;62043
03;2020-S25;83;60;147;29370;29268;19;58638
03;2020-S25;110;100;228;21458;18963;29;40421
03;2020-S25;132;111;261;21276;18326;39;39602
03;2020-S25;88;80;177;18164;16593;49;34757
03;2020-S25;67;75;148;13469;13557;59;27026
03;2020-S25;41;54;98;8776;8670;69;17446
03;2020-S25;17;15;32;3777;3591;79;7368
03;2020-S25;3;7;10;1649;1072;89;2721
03;2020-S25;0;2;2;485;184;90;669
03;2020-S25;569;527;1164;149547;141144;0;290691
04;2020-S25;1;0;1;60314;61377;09;121691
04;2020-S25;0;0;0;66065;68387;19;134452
04;2020-S25;1;0;1;51059;47156;29;98215
04;2020-S25;1;4;5;58788;45780;39;104568
04;2020-S25;0;0;0;61408;52207;49;113615
04;2020-S25;1;1;2;64838;60759;59;125597
04;2020-S25;0;1;1;47008;42843;69;89851
04;2020-S25;0;0;0;25509;21184;79;46693
04;2020-S25;0;0;0;13168;7647;89;20815
04;2020-S25;0;0;0;3209;1253;90;4462
04;2020-S25;4;6;10;451366;408593;0;859959
05;2020-S25;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S25;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S25;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S25;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S25;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S25;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S25;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S25;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S25;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S25;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S25;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-S25;3;2;5;42583;42380;09;84963
06;2020-S25;8;2;10;33369;31925;19;65294
06;2020-S25;13;5;20;21571;15080;29;36651
06;2020-S25;14;11;27;21550;16147;39;37697
06;2020-S25;9;6;19;14193;13939;49;28132
06;2020-S25;9;7;20;7171;7597;59;14768
06;2020-S25;5;6;11;3629;4117;69;7746
06;2020-S25;2;1;3;1577;1457;79;3034
06;2020-S25;0;1;1;531;474;89;1005
06;2020-S25;0;0;0;88;93;90;181
06;2020-S25;63;41;116;146262;133209;0;279471
07;2020-S25;0;0;0;485;549;09;1034
07;2020-S25;0;0;0;403;432;19;835
07;2020-S25;0;0;0;764;841;29;1605
07;2020-S25;0;0;0;824;928;39;1752
07;2020-S25;0;0;0;788;1020;49;1808
07;2020-S25;0;0;0;678;870;59;1548
07;2020-S25;0;0;0;360;382;69;742
07;2020-S25;0;1;1;231;190;79;421
07;2020-S25;0;0;0;114;67;89;181
07;2020-S25;0;0;0;24;11;90;35
07;2020-S25;0;1;1;4671;5290;0;9961
08;2020-S25;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S25;0;0;0;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S25;0;0;0;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S25;0;0;0;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S25;0;0;0;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S25;0;0;0;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S25;0;0;0;1621.44173420671;1438.58325779464;69;3060.02499200135
